"","date","text","country","participant"
"200",2020-05-08 14:48:57,"#Madagascar 🇲🇬 - The success of hybrid rice🌾 cultivation is looming - @FAOMadagascar. Post-#Covid19 recovery - This variety at the heart of strategy to stimulate rice production 🌾

👉https://t.co/JRBOOLcW9b

#Covid19FoodFuture #Rice #FAO @MalalaOnisoa
📷https://t.co/t7O66Gp5yx https://t.co/F5dtVXKPDs","Madagascar","MalalaOnisoa"
"201",2020-05-08 14:41:37,"La résilience de nos communautés face à cette crise #Covid-19 doit être accompagnée par l'Etat à travers des interventions hautement stratégiques en ce qui concerne la distribution, la gestion et la subvention des intrants.
#Covid19FoodFuture @yadeyacine https://t.co/FD011DsAAq","Global","YadeYacine"
"202",2020-05-08 14:18:44,"#Madagascar – Despite #Covid19 and the drought, according to @IPCinfo, 554,000 people will be threatened by food insecurity in the most vulnerable districts of the South between April-July 2020.👇

📌https://t.co/exRO7vR9hc

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📷 @PamMadagascar https://t.co/kfLQ4smbww","Madagascar","MalalaOnisoa"
"203",2020-05-08 13:58:15,"Le #COVID19 menace l'agriculture et les systèmes alimentaires, surtout pour l'Afrique subsaharienne. Dans un tel contexte, l'agriculture digitale représente une lueur d'espoir. Plus de détails dans ce blog du @CTAflash. @ed_sango #Covid19FoodFuture
👇🏾
https://t.co/MTfsbBpmnI","Global","ed_sango"
"204",2020-05-08 13:53:11,"#Malawi- a report by @AFAPPartnership shows that #Covid_19 has also affected market access due to transportation challenges and closure of some markets as shared here 👉 https://t.co/GJ5RS2KmgT
#Covid19FoodFuture @kanyemba_nellie","Malawi","kanyemba_nellie"
"205",2020-05-08 13:52:30,"Drop in fuel prices may also contribute to reduced prices of food and other essentials on the market.","Global","Other"
"206",2020-05-08 13:52:29,"Malawi- Reduction in fuel prices will in a way positively affect agricultural supply chain as most agricultural produce are distributed mainly by road transport hence fuel decrease could lead to improved profitability of producers.
#Covid19FoodFuture @kanyemba_nellie","Malawi","kanyemba_nellie"
"207",2020-05-08 13:47:53,"How can Sustainable food systems be built starting from the farmer all through to the consumer?, lets learn from this article 👉://bit.ly/2L6tBWx
#Covid19FoodFuture @kanyemba_nellie","Global","kanyemba_nellie"
"208",2020-05-08 12:52:16,"Le #Covid19 est perturbateur des activités essentielles aux besoins humains comme l’agriculture, les systèmes alimentaires menaçant les moyens d’existence des personnes. Au #Benin, on se prépare pour une reprise progressive des activités. @josherbert25
#covid19foodfuture https://t.co/gnGEBNJRwz","Benin","josherbert25"
"209",2020-05-08 11:48:30,"#Covid19foodfuture It is worrisome for food security where  homes look so much to old people pension pay as a provider of food in homes.  Unemployment, Food insecurity and overall economy, SA working class cannot sustain itself and or is Covid19 the factor? @ndomfuh_1 https://t.co/Nkm1Ap32ai","Global","ndomfuh_1"
"210",2020-05-08 10:28:16,"#SouthAfrica The past few days was the old people pension pay release day. Old people in parts of the country did not receive the pay. They had to wait the whole day without being notified what the problem is. It is also noticeable how unusually packed it was with lines&amp; queues.. https://t.co/P7FKwV0pt1","South Africa","Other"
"211",2020-05-08 09:32:15,"With the closure of state borders, farmers in the tomato-growing belt are experiencing difficulties in getting their crop to the market. 

Read about the impact of #Covid19 lockdown on the distribution of tomato here -  https://t.co/3192ZJgPho 

@miss_abimbola #Covid19FoodFuture","Global","miss_abimbola"
"212",2020-05-08 09:00:27,"Mama Put – also known as “mistresses of spice” is a core part of Nigeria’s food industry, and the broader hospitality and agricultural sectors. 

Read how #Covid19 is affecting her lifestyle here -

 https://t.co/i5i2zT38yK @miss_abimbola #Covid19FoodFuture","Nigeria","miss_abimbola"
"213",2020-05-08 07:20:55,"La croissance démographique des villes a aussi des impacts sur la disponibilité et l’accès à l’eau pour l’irrigation des cultures, surtout en cette période de pandémie de #Covid19.
#Covid19FoodFuture @yadeyacine https://t.co/8tKXaMn0hM","Global","YadeYacine"
"214",2020-05-07 20:19:06,"🍅#Kenya Urban farming also addresses food safety issues.

🍅As households can practice organic farming or safe pesticide use such as adhering to post harvest intervals and minimise environment contaminants such as water quality.

 🍅#Covid19FoodFuture @sharonjcheboi https://t.co/CCOmIXTTfa","Kenya","sharonjcheboi"
"215",2020-05-07 20:13:15,"🌶#Kenya It helps households actualise their right to food and cushion themselves against vulnerabilities such as #Covid19.

#Covid19FoodFuture @sharonjcheboi https://t.co/R5kOhF9ZPu","Kenya","sharonjcheboi"
"216",2020-05-07 20:11:43,"🌶#Kenya Urban farming cushions a household against the variables in a market such as#COVID19KE disruptions.

🌶Entire dependence on food purchase increases risk of food
insecurity.

🌶Do you practice urban gardening of any crop?

#Covid19FoodFuture #Poll @sharonjcheboi","Kenya","sharonjcheboi"
"217",2020-05-07 18:41:30,"A l’Est de la #RDC, #Kivu_Kuku_Poultry_Farm intensifie la production des poussins vaccinés 🐣 au grand bénéfice des petits éleveurs de poules dans cette partie du pays. Vidéo à suivre📽️
@EMvuenga #Covid19FoodFuture #Poultry https://t.co/eW4O0WpebS","DRC","EMvuenga"
"218",2020-05-07 18:35:38,"RDC-Kongo Central: alors que les cas testés positifs au #Covid_19 ne cessent d’augmenter (https://t.co/l15rUYuhg9) dans cette province à vocation agricole, des mesures ciblées doivent être prises pour stabiliser la productivité des filières agricoles.@EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"219",2020-05-07 18:27:35,"RDC- Semences: le Service National de Semence (SENASEM) devrait s’adapter au contexte actuel du #Covid_19 pour minimiser la pénurie.
@EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"220",2020-05-07 18:24:05,"En RDC, la baisse du prix de carburant de 20% aura un impact positif en ce qui concerne l’accès à la mécanisation auprès des petits producteurs en cette période de  #Covid_19. 👉https://t.co/wdvRTZseMn 
@EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"221",2020-05-07 18:18:01,"#RDC- #Covid_19: Le calvaire des maraîchers Kinois face aux mesures de riposte contre la pandémie. Un article d’@EMvuenga qui met en  lumière les contraintes d’accès au marché des produits des légumes dans la ville de Kinshasa. 👉https://t.co/Vi8HfQz4Ud 
#Covid19FoodFuture","DRC","EMvuenga"
"222",2020-05-07 18:15:23,"Produit BADI: Farine de manioc et de maïs made in #RDC présentée au Ministre de l’Industrie dans le cadre du Programme Alimentaire d’Urgence exécuté par @cocodis. 👉https://t.co/m6fCUpiNbD 
@EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"223",2020-05-07 18:09:46,"#RDC: Face à la dépréciation de la monnaie nationale📉 ainsi que l’inflation de prix 📈 de la provende, un appui ciblé aux éleveurs de porc 🐷garantira leur résilience  durant la crise due au #Covid_19.
@EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"224",2020-05-07 17:38:07,"En cette période de crise sanitaire #Covid19, l’aménagement des espaces agricoles en milieu urbain est nécessaire pour les besoins alimentaires et nutritionnels.
#Covid19FoodFuture @yadeyacine https://t.co/7k0TJIJQ10","Global","YadeYacine"
"225",2020-05-07 17:18:24,"NIGERIA – In view of the current #COVID19 pandemic in the country’s political-economic space &amp; the country over-dependence on crude oil, Nigeria needs to review its foreign policies &amp; strengthen the agricultural sector - https://t.co/3qRy6uk02K #Covid19FoodFuture @JohnAgboola_ https://t.co/zzP1Klj6hv","Nigeria","JohnAgboola_"
"226",2020-05-07 17:14:41,"NIGERIA - @AFEXNigeria reported - soybean has witnessed the steepest decline, falling by 13.55% while maize fell by 5.94% over the same period. Export crops like ginger and cocoa have gained 5.00% and 11.69% respectively. https://t.co/2HuZZE0XAm #Covid19FoodFuture @JohnAgboola_ https://t.co/L6ZSw8PaMm","Nigeria","JohnAgboola_"
"227",2020-05-07 17:06:00,"GLOBALLY – The commodities market has witnessed broad-based declines in value as 47 out of the 66 commodities tracked by the @WorldBank recorded declines with the energy index losing 44% of its value from the start of 2020. https://t.co/2HuZZE0XAm #Covid19FoodFuture @JohnAgboola_ https://t.co/JcJqLmpkq9","Global","JohnAgboola_"
"228",2020-05-07 17:05:45,"#KENYA- Despite govt directives to curb the spread of #COVID19, Kenyans are returning to work to provide their families with food and other essentials. People brave the outdoors because they have no choice: https://t.co/DW2jneTn4p #Covid19FoodFuture @olareeh https://t.co/X507ylasOe","Kenya","olareeh"
"229",2020-05-07 17:03:49,"#KENYA- The country faces a looming food shortage as maize reserves are projected to dry out by June amid #COVID19. Maize millers have called on the govt to increase the provided importation window to allow for more imports: https://t.co/AYN0HPxiAd #Covid19FoodFuture @olareeh https://t.co/QY04XbQo7y","Kenya","olareeh"
"230",2020-05-07 16:51:34,"L’agriculture urbaine constitue un filet de sécurité alimentaire et nutritionnelle pour les populations urbaines avec la restriction de la mobilité des personnes et la limitation de l’accès aux marchés en cette période de #Covid19.

#Covid19FoodFuture @yadeyacine https://t.co/iB6qlK7187","Global","YadeYacine"
"231",2020-05-07 16:07:58,"#Malawi- @AFAPPartnership has established that #Covid_19 has a significant negative impact on farmer's agricultural production and livelihood. The organization engaged 135 farmers from 9 districts in an assessment. 👉 https://t.co/GJ5RS2KmgT
#Covid19FoodFuture @kanyemba_nellie","Malawi","kanyemba_nellie"
"232",2020-05-07 16:06:41,"#Malawi- #Covid_19 has also affected various processes in agricultural production like harvesting due to increased labor costs as shared in this report👉 https://t.co/GJ5RS2KmgT
#Covid19FoodFuture @kanyemba_nellie","Malawi","kanyemba_nellie"
"233",2020-05-07 16:05:17,"#Covid19 has to date negatively affected those in the agricultural supply chain system. @AFAPPartnership shares a story of an agro based businessman Peter Mawindo from Dedza #Malawi here👉 https://t.co/cSPWnP9oKJ
#Covid19FoodFuture @kanyemba_nellie","Malawi","kanyemba_nellie"
"234",2020-05-07 15:00:09,"#Ethiopia - Different media are doing reports on urban agriculture. It encourages residents to try it while they are at home. Perhaps after #Covid-19 they will still continue these activities to provide food on their table. #Covid19FoodFuture @YaredTesema1","Ethiopia","YaredTesema1"
"235",2020-05-07 14:59:50,"#Ethiopia - Residents are getting distracted by the low number of #Covid-19 case, while the number of people that don’t have a travel history are showing an increase. Source: https://t.co/4qmvmz0y1S #Covid19FoodFuture @YaredTesema1 https://t.co/frIx2IZozD","Ethiopia","YaredTesema1"
"236",2020-05-07 14:53:38,"#Burkina : Un cargo embarque 70 tonnes de mangues à Bobo pour l’Europe au grand bonheur des acteurs de la filière touchée par le #COVID19. Ces derniers n’arrivaient plus à exporter depuis la suspension des vols commerciaux @ed_sango #Covid19FoodFuture
🔗  https://t.co/zyaLmnXW29","Burkina Faso","ed_sango"
"237",2020-05-07 13:45:20,"Face au ralentissement du trafic des produits agricole dû au confinement pour limiter la propagation du #Covid19, la vente en ligne/E-commerce des fruits&amp;légumes commencent à submerger les réseaux sociaux à #Madagascar
👉https://t.co/PMvMwSyrTa
#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Madagascar","MalalaOnisoa"
"238",2020-05-07 13:18:22,"Opportunities for agriculture amidst #Covid19; Sustainable partnerships; Policies and Knowledge. @ASARECA. 
See more here 👇

📌https://t.co/xL1DV45m7R

#Covid19FoodFuture #SmallholderFarmers #Innovation #Youth #Women @MalalaOnisoa 🇲🇬
📷 @ASARECA https://t.co/niCzc23aUF","Global","MalalaOnisoa"
"239",2020-05-07 13:04:15,"#BurkinaFaso: La région des Hauts-Bassins est le plus grand producteur de mangues. La restriction du trafic et la fermeture des frontières ont limité le flux des mangues, ce qui a entraîné une perte d'argent pour les producteurs et les commerçants. @ed_sango #Covid19FoodFuture https://t.co/eQeiRcA6SE","Burkina Faso","ed_sango"
"240",2020-05-07 13:01:35,"Is there a mechanism of cross-checking that the needy in society have been reached? 

Read @amandanamayi opinion on how how effective is food distribution in Kenya during Covid-19? here -

 https://t.co/tcPWE0UejQ  @miss_abimbola #Covid19FoodFuture","Kenya","AmandaNamayi"
"241",2020-05-07 12:59:42,"Read @miss_abimbola sober reflection on earth day amist the #Covid19 pandemic 

📍https://t.co/YGganUBcOR  @miss_abimbola #Covid19FoodFuture","Global","miss_abimbola"
"242",2020-05-07 12:55:47,"The ongoing lockdowns in most parts of the world do provide us with ample time to reflect on how to fix the planet. 

Our crops must remain green, and, yes, we will survive both- read more reflection on #earth day here -  https://t.co/YGganUBcOR @miss_abimbola #Covid19FoodFuture","Global","miss_abimbola"
"243",2020-05-07 12:55:06,"“The dark cloud of Covid-19 has created an added impetus for investing in urban farming” Read @YaredTesema opinion on how Urban farming in Addis Ababa: Residents find ways to feed an expanding city here - https://t.co/VUQtkI8msk @miss_abimbola #Covid19FoodFuture","Global","miss_abimbola"
"244",2020-05-07 09:34:30,"Is hunger pandemic looming beyond #Covid19 pandemic? @ASARECA. Read more here 👇👇👇

👉https://t.co/n32FSTuRsC

#Covid19FoodFuture #SmallholderFarmers #FoodSecurity @MalalaOnisoa
📷 Thomas Mukoya l Reuters https://t.co/Oqy2RQC6M0","Global","MalalaOnisoa"
"245",2020-05-07 09:20:34,"#Madagascar – Malgré le #Covid19, les projets d’infrastructure routiers se poursuivent. Cela profite aux agriculteurs pour l’acheminement de leurs productions.

👉https://t.co/sjRuDnv8Ih

#Covid19FoodFuture #@MalalaOnisoa 🇲🇬
📷 Tongasoa Madagascar https://t.co/yrh5qPdsPJ","Madagascar","MalalaOnisoa"
"246",2020-05-07 09:04:23,"#Madagascar 🇲🇬 #Analamanga - Des agriculteurs bénéficient des formations en technique de production de #PatateDouce à chair orange. C'est une variété résistante à la sécheresse et à haut #rendement.

👉https://t.co/9XpJRIWamB

#Covid19FoodFuture @MalalaOnisoa
📷Afriquefemme https://t.co/nbybaY0X1L","Madagascar","MalalaOnisoa"
"247",2020-05-07 08:24:51,"#Afrique après #Covid19 - @josherbert25 propose des alternatives : #promouvoir l’entrepreneuriat #agrobusiness comme nouveau modèle de structuration de l’économie et de lutte contre la #pauvreté.  https://t.co/Ew0RTak6XK
@CNPM_Officiel @ecowas_cedeao @Lari_TMG
#covid19foodfuture","Global","josherbert25"
"248",2020-05-07 05:10:33,"#Covid19 au #Benin - Communiqué relatif à la surenchère des produits de première nécessité tels que le riz, le gari, le maïs, l'huile, le sucre, le savon, la tomate, le mil, le haricot et le bétail depuis la mise en place du cordon sanitaire. @josherbert25 
#covid19foodfuture https://t.co/JJZwYZf9Bc","Benin","josherbert25"
"249",2020-05-06 19:42:56,"#Burkina : La quarantaine des villes ayant au moins un cas positif de #COVID19 est suspendue depuis le 4 mai 2020 selon un décret signé du président du Faso. Pour certains, c’est la reprise de l’économie, et d’autres craignent une nouvelle vague. @ed_sango #Covid19FoodFuture","Burkina Faso","ed_sango"
"250",2020-05-06 19:19:22,"Une triste réalité !
Quelles mesures pour soutenir les populations en risque d'insécurité alimentaire ?
@Gouvci @gouvernementBF @gouvbenin @gouvernementFR 
@josherbert25 #covid19foodfuture https://t.co/zqjp03oSem","Benin","josherbert25"
"251",2020-05-06 16:33:18,"#Benin - dernière semaine du confinement… Selon @gouvbenin, le cordon sanitaire sera levé le #10Mai et les activités économiques devront reprendre progressivement. Quels soutiens aux populations sur le plan de la sécurité alimentaire ? @josherbert25
#covid19foodfuture
@wasexo https://t.co/DX4P4shYmF","Benin","josherbert25"
"252",2020-05-06 15:28:26,"Au Sénégal pour faire aux événements imprévisibles tels que l’actuelle pandémie de #Covid19, la souveraineté alimentaire est la seule voie de salue pour le pays.
#Covid19FoodFuture @yadeyacine https://t.co/qSOYykHXaj","Senegal","YadeYacine"
"253",2020-05-06 15:10:33,"#Kenya How quickly are government policy reflecting on the ground? What are the inadequacies of Kenya's social security and protection?

@sharonjcheboi wrote on the role of social protection amidst #Covid19KE.

#Covid19FoodFuture

https://t.co/tVRTTEycMs","Kenya","sharonjcheboi"
"254",2020-05-06 14:57:09,"La crise sanitaire causée par la pandémie de #Covid19 et qui a surpris tout le monde montre à suffisance qu’il faudrait aujourd’hui que les pays africains soient autonomes du point de vue de leur alimentation.
#Covid19Foodfuture @yadeyacine https://t.co/4w2H70iPq6","Global","YadeYacine"
"255",2020-05-06 14:56:37,"#Madagascar 🇲🇬 - l’#Agriculture urbaine est une alternative qui aide à faire face les citadins à une situation telle que le #Covid19. C’est le moment opportun de le promouvoir. 🍅🌱🍆🌿🍓

#Covid19FoodFuture #SécuritéAlimentaire #SDG2 @MalalaOnisoa
📷https://t.co/AFsafOJapz https://t.co/M67SLaB3bW","Madagascar","MalalaOnisoa"
"256",2020-05-06 14:27:17,"#Madagascar - Dons de 12 tonnes de semences améliorées de black eyes pour 500 producteurs du district d'Ambato Boeny venant du projet PROSPERER afin de consolider les micro-entreprises locales. 
👉https://t.co/zz4b8jaRqE 
#Covid19FoodFuture #MAEP #FIDA @Maya_disraeli","Madagascar","mayadisraeli"
"257",2020-05-06 14:25:04,"#Madagascar - Mise en place d'un point de vente alternatif de produits agricoles pour pallier les problématiques du confinement partiel. 👉 https://t.co/8F4qddbl3S 

#Covid19FoodFuture @Maya_disraeli","Madagascar","mayadisraeli"
"258",2020-05-06 14:24:39,"#Madagascar - Le pays est entré dans son quatrième quinzaine d'état d'urgence sanitaire face au #Covid19 ce 4 mai. Les gestes barrières sont renforcés mais la population peut vaquer à ses travaux quotidiens jusqu'à 13h.👉https://t.co/Vv6rBQvBax 
#Covid19FoodFuture @Maya_disraeli","Madagascar","mayadisraeli"
"259",2020-05-06 14:08:07,"#Alaotra Mangoro, 🌾Rice granary 🌾 in #Madagascar, despite #Covid19, 🧑‍🌾🧑‍🌾1098 workers🧑‍🌾🧑‍🌾from the Vakinankaratra region came to reinforce the workforce during this rice harvest period.

👉https://t.co/R0mLhFMfjT

#Covid19FoodFuture #MAEP @MalalaOnisoa 🇲🇬
📸 MAEP https://t.co/mr0sgDiU5f","Madagascar","MalalaOnisoa"
"260",2020-05-06 13:50:27,"""The Mayor recently called on anyone with formal education, or a passion for agriculture, to share ideas for urban farming.""

Read in-depth👉https://t.co/MG9ydGuDBz

Also, check out other stories at: https://t.co/7Wyj3YLssK
#Covid19FoodFuture @YaredTesema1 https://t.co/ZBTthpMwKo","Global","YaredTesema1"
"261",2020-05-06 13:43:06,"#Burkina: Reprise des activités des transporteurs interurbains le 5 mai. Même si elle est jugée trop tôt, les entreprises agricoles qui utilisent généralement ce mode de transport pour acheminer la matière première et leur marchandise s'en réjouiront. #Covid19FoodFuture @ed_sango https://t.co/rdIcpeD8hB","Burkina Faso","ed_sango"
"262",2020-05-06 13:33:31,"Covid19 au #Benin : la dépendance #alimentaire (vis-à-vis des autres pays de l'hinterland) - évaluée par @faobenin - compromet la sécurité alimentaire avec ralentissement de l'économie, de la fermeture des frontières et de la fragilité des canaux de distribution. @josherbert25 https://t.co/CWsgu6Hz00","Benin","josherbert25"
"263",2020-05-06 13:16:42,"#Burkina - VOIX DE LA CRISE: “Nos ventes ont chuté comme jamais surement parce que les aviculteurs n’ont pas pu vendre lors de la fête de Pâques” dixit @palenfo18 fournisseur de poussins et de matériels d’élevage @ed_sango #Covid19FoodFuture #lwili https://t.co/lqwq3SMjjC","Burkina Faso","ed_sango"
"264",2020-05-06 13:16:08,"""The disruption of the food chain has exposed the dependence of urban centers on food from rural areas.""

Read in-depth: https://t.co/MG9ydGuDBz

Also, check out other stories at: https://t.co/7Wyj3YLssK
#Covid19FoodFuture @YaredTesema1 https://t.co/KvAq9TuCmK","Global","YaredTesema1"
"265",2020-05-06 13:03:23,"""If residents use the space they have to grow different edible vegetables it will ease the pressure to put food on the table in any difficult situation.""
Read in depth at: https://t.co/MG9ydGuDBz
#Covid19FoodFuture @YaredTesema1 https://t.co/wVMGyabZJW","Global","YaredTesema1"
"266",2020-05-06 13:02:59,"#Madagascar – Les transporteurs d’#Antananarivo ont décidé de suspendre leur activité par peur de propagation du #Covid19. C’est un coup dur pour les éleveurs #malagasy pour l'écoulement de leur produit.

👉https://t.co/T8oyhsjeK3

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📷Wikipédia https://t.co/CczjmtD3AW","Madagascar","MalalaOnisoa"
"267",2020-05-06 11:46:17,"End. #Covid19foodfuture. Compiled by @ndomfuh_1 🌾🌿🌵🌱","Global","ndomfuh_1"
"268",2020-05-06 11:43:57,"Hair

Aloe Vera

Almond oil

Warm water

Custor oil

Put in the Aloe Vera in warm water. Include custor oil and almond oil. Use this mix as a hair spray to strengthen hair and promote healthy hair growth. @ndomfuh_1 https://t.co/nxcmV9XUje","Global","ndomfuh_1"
"269",2020-05-06 11:40:41,"Immune Booster Juice:

Rooibos tea

Aloe Vera 

Honey

Lemon juice 

Hot water, mix honey on rooibos. In the mix also include 3 teaspoons of lemon water and drink. https://t.co/y6TFkvUzc2","Global","Other"
"270",2020-05-06 11:38:11,"EYE SKIN: for dark eye skin. 

Raw aloe juice

Warm water 

Mix both aloe vera natural and a small mix of warm water or honey.  Apply under the eye area and rince of after 10 minutes https://t.co/jEeycpIEyG","Global","Other"
"271",2020-05-06 11:37:15,"Home deliveries of food and other items has recently increased in #Malawi as some people restrict themselves from visiting big markets for fear are of #Covid_19 contagion. 👉https://t.co/hDV0FOaB6m
#Covid19FoodFuture @kanyemba_nellie","Malawi","kanyemba_nellie"
"272",2020-05-06 11:33:53,"SKIN:  Aloe turmeric and green tea mask

Raw aloe

Turmeric powder

Green Tea

Honey

Mix Honey &amp; turmeric until a blend paste is achieved. Mix green tea leaves on the paste, cut raw aloe vera natural juice&amp; blend until paste is blended. Apply on face and rice off after 15 min https://t.co/8qfzo4In82","Global","Other"
"273",2020-05-06 11:27:17,"#SOUTHAFRICA Week 6: This time has given us the chance to remind us how ancient traditional home agriculture is very important for our individual health&amp;well being. 

Read a THREAD of how I used home grown aloe vera for various home remedies. skin, hair&amp;immune boost @ndomfuh_1 https://t.co/tgulIqTpCT","South Africa","ndomfuh_1"
"274",2020-05-06 10:58:56,"🇨🇩 #Covid_19: « L’argent ne circule pas depuis le début de cette crise sanitaire ; la clientèle devient de plus en plus rare » se lamente un vendeur de porc au marché Zikida à Kinshasa.
@EMvuenga #Covid19FoodFuture https://t.co/ywEIiyld24","Global","EMvuenga"
"275",2020-05-06 10:51:31,"Africa – Les unités de transformation agroalimentaire subissent de plein fouet l'impact du #Covid_19. De la #RDC au #Burkina_Faso, les mêmes challenges sont à relever. Un condensé de la situation  au #Burkina_Faso à lire  
👉https://t.co/hS3YNeI9Il.
@EMvuenga #Covid19FoodFuture","Burkina Faso","EMvuenga"
"276",2020-05-06 10:50:15,"#RDC, une leçon à tirer  :  du confinement due au #Covid_19 à  l'essor des ventes en ligne des produits en alimentaire au #Madagascar.  Un bel article 👉https://t.co/hZLhQmYCq1 rédigé par @MalalaOnisoa le cadre de l’initiative #Covid19FoodFuture  @EMvuenga","DRC","EMvuenga"
"277",2020-05-06 09:26:43,"#Malawi- winter season starts from May to August, good time for winter cropping. Cassava, sweet potatoes and Maize are the most grown crops during the season.
#FoodSecurity #Covid19FoodFuture @kanyemba_nellie https://t.co/BXaE5i2yTF","Malawi","kanyemba_nellie"
"278",2020-05-06 09:22:47,"Our Food systems needs all the collective support from stakeholders. Read more here - https://t.co/TQ0L7S5tNf @miss_abimbola #Covid19FoodFuture","Global","miss_abimbola"
"279",2020-05-06 09:22:46,"Sub-Saharan Africa alone is the third-largest rice consuming region, yet holds the smallest grain inventories - relative to demand - of all regions, because of tight government budgets and limited storage. @miss_abimbola #Covid19FoodFuture 

📷 - @Pinterest https://t.co/Km8sVY9j54","Global","miss_abimbola"
"280",2020-05-06 09:17:11,"From the supply side, production across the continent has greatly been affected and has led to a huge shortage of labour. 

Read @JohnAgboola_ opinion on how Covid-19 is affecting African farmers and food supply chains.
📍https://t.co/33OM61qw0M 
@miss_abimbola #Covid19FoodFuture","Global","JohnAgboola_"
"281",2020-05-06 08:46:27,"Read @olareeh opinion on how Kenya’s latest social innovation: Mobile “Bonga Points” help families access food amidst #Covid-19: 

📍-  https://t.co/nfwUYmBj9f

@miss_abimbola #Covid19FoodFuture","Kenya","miss_abimbola"
"282",2020-05-06 08:43:19,"The informal food markets will continue to a significant role for farmers and traders. Thus, requires urgent, collaborative, &amp; practicable actions that address the entire agricultural value chain, from production to market. https://t.co/T6MupZ7pW9 #Covid19FoodFuture @JohnAgboola_ https://t.co/pnpaveNa5T","Global","JohnAgboola_"
"283",2020-05-06 08:43:15,"Covid-19 teaches us the importance of adhering to food safety practices right from local informal markets to the high-end supermarkets. 

Read @AmandaNamayi opinion on Food Safety  measures during #Covid19 here -    📍- https://t.co/b9I3nv08TP 

@miss_abimbola #Covid19FoodFuture","Global","AmandaNamayi"
"284",2020-05-06 08:41:51,"AFRICA – Through this pandemic, it is imperative to strengthen farmers to curb food crisis by providing a safe and productive farming capability for smallholder farmers to continue work, and have access to inputs.
🔗 https://t.co/PcJYqyzG5M #Covid19FoodFuture @JohnAgboola_

📷-UN https://t.co/rPQ9NQpcH3","Global","JohnAgboola_"
"285",2020-05-06 08:38:45,"AFRICA – The informal market provides an important source of livelihood for men and women who are major food traders in informal, open-air, markets. Is the Covid-19 lockdown threatening the informal food markets in Africa - https://t.co/T6MupZ7pW9 #Covid19FoodFuture @JohnAgboola_ https://t.co/DBD0f6AiZx","Global","JohnAgboola_"
"286",2020-05-06 08:34:54,"The #COVID19 pandemic is disrupting farm production as the restriction in movement hindered production and supply chains. Read more on how Covid-19 is affecting African farmers and food supply chains - https://t.co/37tULb8Rgb
#Covid19FoodFuture #Foodsystems @JohnAgboola_
📷:@IFAD https://t.co/p6Js4EJSw7","Global","JohnAgboola_"
"287",2020-05-06 08:06:21,"#Kenya Fighting a health crisis, amidst a food crisis is evidently harder. Lessons from #Covid19should shed light on the critical yet overlooked links between health and nutrition, hunger,
infrastructure, economic development and food systems 
#Covid19FoodFuture @sharonjcheboi https://t.co/KbY0Vi9YYn","Kenya","sharonjcheboi"
"288",2020-05-06 08:00:52,"#Kenya The drivers of acute malnutrition:

🌿Food unavailability and increasing food prices.

🌿Limited access to health/nutrition.
🌿High morbidity, poor child feeding practices
🌿 Illiteracy and poor infrastructure.

https://t.co/aFXeOVHBBk https://t.co/HwZQsgjvxh","Kenya","Other"
"289",2020-05-06 07:56:06,"#Kenya The drivers:
🌽Poor long rains caused cereals in South East Kenya to yield 50-60% below average maizeproduction.
 
🌽April/May droughts resulted in poor livestock &amp; limited milk in pastorals. 

🌽Flashfloods destroyed crops/livestock

#Covid19FoodFuture @sharonjcheboi https://t.co/jMFRc3Xm7s","Kenya","sharonjcheboi"
"290",2020-05-06 07:48:47,"#Kenya The @WFP Global Food Crises reports that:
26% of children under 5 are acutelystunted.
5% are acutely malnourished.
40.9% (6-23Months) meet dietary diversity requirement.
27.2% of women are anaemic. (Age 15-49)
https://t.co/aFXeOVHBBk
#Covid19FoodFuture @sharonjcheboi https://t.co/4gbh1yjRVu","Kenya","sharonjcheboi"
"291",2020-05-06 07:24:51,"@miss_abimbola reflects on how climate change contributes to most of the catastrophes the world is facing in this article 👉https://t.co/dg66oUaQwj
#Covid19FoodFuture @kanyemba_nellie","Global","kanyemba_nellie"
"292",2020-05-05 18:35:23,"#Nigeria - restrictions on population movement are wreaking havoc on farming and food production &amp; supply chains.  All these are raising concerns of more widespread shortages and price spikes to come. @miss_abimbola #Covid19FoodFuture https://t.co/2NaHBSoN4G","Nigeria","miss_abimbola"
"293",2020-05-05 12:55:31,"#Ethiopia – Oromia Agricultural Cooperative Federation has imported different chemicals that will help in agriculture to be distributed. It is very essential for farmers to get the right agricultural inputs. Source: https://t.co/A0l8kGPhqg #Covid19FoodFuture @YaredTesema1 https://t.co/NCsT5rs4Zm","Ethiopia","YaredTesema1"
"294",2020-05-05 12:39:33,"#Bénin : comment renforcer la compétitivité du riz local face à l’importation ? #Article de @josherbert25 🇧🇯 https://t.co/vRMSbciwrX
How to increase the local production of rice in #Benin !
#covid19foodfuture
@gouvbenin @FAOBenin @giz_gmbh @CTAflash","Benin","josherbert25"
