"","date","full_text","country","participant"
"89",2020-06-21 14:11:07,"AFRICA- #ENSOKO en RDC, #Bonga_Points au Kenya, #Jaayma_Mburu au Sénégal,  #Yaar_Mobile au Burkina Faso,… autant d’initiatives digitales qui permettent aux ménages africains d’accéder aux denrées alimentaires durant la crise de #Covid_19. @EMvuenga #Covid19FoodFuture https://t.co/Yd4WcejUNr","Burkina Faso","EMvuenga"
"90",2020-06-21 13:55:45,"RDC- La FOPAKKM invite le gouvernement à un système efficace d’accompagnement des producteurs agricoles face aux méfaits de #Covid_19. https://t.co/6Pf1NuggZD  @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"91",2020-06-21 13:54:07,"RDC-COVID19 : Et si le gouvernement soutenait les agriculteurs congolais ? Tel est le plaidoyer d’# paluku_Mivimba, président de la confédération Nationale des producteurs agricole du Congo (CONAPAC). https://t.co/Ti60Osv9Xj @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"92",2020-06-20 20:48:41,"La crise du #Covid19 et le système éducatif béninois : quels impacts et risques pour la sécurité alimentaire de certains élèves ? cet article de @BanoutoBenin montre quelques disparités.
A lire ici : https://t.co/f1V6AMRtVn @josherbert25 #covid19foodfuture #wasexo","Benin","josherbert25"
"93",2020-06-20 15:48:09,"#Covid19 au #Bénin : la sécurité alimentaire en période de confinement.” de Jose Herbert https://t.co/AG4hkSGICy @gouvbenin @faobenin @josherbert25
#covid19foodfuture https://t.co/JL5tuxWaNh","Benin","josherbert25"
"94",2020-06-20 15:19:49,"#AFRICA🌍 - @FAO &amp; @_AfricanUnion led #Covid19 Task force holds a 2nd meeting towards implementing declaration on African #FoodSecurity &amp; #Nutrition during pandemic. @AfDB_Goup @FAOAfrica @NEPAD_Agency @WFP

📍https://t.co/my9oCJZL4E

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📷@YPARD https://t.co/6K9ljrANrh","Global","MalalaOnisoa"
"95",2020-06-20 15:11:44,"Making the invisible visible : Language matters to an effective food systems response to #Covid19. 🥗@NutritionConnex | @paulnewnham.

📌 https://t.co/WXvSw9EfUf

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📷 @NutritionConnex https://t.co/9QdKlR7P6h","Global","MalalaOnisoa"
"96",2020-06-20 14:23:19,"#MADAGASCAR – #HauteMatsiatra. Pour soutenir les paysans au Post-#Covid19, #PROSPERER a distribué 185 000 boutures de #GERANIUM🌸 aux 200 Micro-Entreprises Rurales pour couvrir une surface de 10ha.

👉 https://t.co/iIn2suhFuy

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📷 Tisane du Soir https://t.co/nvbIJkoFAa","Madagascar","MalalaOnisoa"
"97",2020-06-19 18:07:40,"L'Etat soutient l'industrialisation comme stratégie de sortie de cette crise à #Madagascar.Une relocalisation des biens de consommation PPN comme la pâte qui peut être produit localement au lieu d'importer.
https://t.co/klVv6YjF4f
#Covid19FoodFuture #VitaMalagasy @Maya_disraeli https://t.co/m5JyAV7IzP","Madagascar","mayadisraeli"
"98",2020-06-19 18:02:25,"🇲🇬Le rhum malgache est enfin légalisé permettant ainsi à plusieurs familles à entrer dans le secteur formel et de promouvoir le #VitaMalagasy et finalement développer cette filière. 
👉https://t.co/MaDtHaux3f 

#Covid19FoodFuture #Toaka_gasy @Maya_disraeli","Global","mayadisraeli"
"99",2020-06-19 17:11:57,"Les semences sont essentielles pour atteindre la sécurité alimentaire. Pourtant des experts de @ecowas_cedeao et du @CILSSinfos alertent sur une probable pénurie de semences de plusieurs spéculations à cause du #COVID19.

🌾 https://t.co/YE5Jrxuy9k 
@EdoSango #Covid19FoodFuture https://t.co/3WR3Yx80GZ","Global","ed_sango"
"100",2020-06-19 17:04:45,"Afrique de l’Ouest : Quelles sont réellement les impacts de #COVID19 sur la production agricole ? Que faire pour adapter la production agricole à la crise sanitaire dans la sous-région ?
Des réponses du @CORAFNews ici 👉🏾 https://t.co/RFJygIYlxd 
@EdoSango #Covid19FoodFuture","Global","ed_sango"
"101",2020-06-19 15:03:56,"#Covid19 au #Benin : la sécurité alimentaire - comment améliorer la résilience des petits producteurs ?
https://t.co/y7lo0ioLo0
Un article de @AgongnonJerome paru dans @Ciaaf2018 #wasexo
@ExpeditOlogou @Fes_Benin 
@josherbert25 @gouvbenin
#covid19foodfuture","Benin","josherbert25"
"102",2020-06-19 13:42:58,"RDC- Covid19 : Un plan stratégique de relance agricole dans intégrant les ministères d'agriculture; de pêche et élevage ; de développement rural et de recherche scientifique devrait être initié pour redynamiser les chaînes de valeur agricole.@EMvuenga #Covid19FoodFuture https://t.co/45iRqeBcn7","DRC","EMvuenga"
"103",2020-06-19 11:10:32,"RDC : Pour préparer l’après #Covid_19, le ministère de l'Agriculture va cultiver le maïs, le manioc, le haricot et le riz sur 33 000 hectares à travers le pays. https://t.co/OXgUoNa05S @EMvuenga #Covid19FoodFuture #FoodSecurity","DRC","EMvuenga"
"104",2020-06-19 11:09:20,"🇨🇩RDC : Engrais minéraux : Des intrants qui contribuent à la productivité des producteurs de maïs dans le #Grand_Katanga ». Un article écrit par @EMvuenga  dans le cadre de #Covid19FoodFuture 👉https://t.co/z5sX0Nw2VD","DRC","EMvuenga"
"105",2020-06-19 04:29:15,"We must work to build #smallholder #farmers resilience in the face of climate Change and pandemics like #Covid19. See more here on how farmers depend on #markets for their success 🌾. @mzansiagritalk News | @FANRPAN

✔https://t.co/rcPqG8oBce

#Covid19FoodFuture @MalalaOnisoa 🇲🇬 https://t.co/Gq3Bpv688t","Global","MalalaOnisoa"
"106",2020-06-19 04:21:35,"#Africa 🌍 – #Covid19 Impacts on #FoodSecurity. The onset of #Covid19 crisis has exponentially increased the continent’s FS problems. #FoodSupplyChain distribution networks have been severely constrained. @AERCAFRICA

🔗https://t.co/PBRPzofeoV

#Covid19FoodFuture @MalalaOnisoa 🇲🇬 https://t.co/7q0SDfWD1j","Global","MalalaOnisoa"
"107",2020-06-19 04:15:01,"#MADAGASCAR – Malgré #Covid19, grâce à leurs efforts, les #pêcheurs d’Ambodivahibe ont récolté jusqu’à 20 Tonnes de 🐙 Poulpes 🐙 cet année contre 670 Kilos dix ans passés.

✔https://t.co/1x5Zk0Tq8v

#Covid19FoodFuture #PêcheDurable #MAEP @MalalaOnisoa 🇲🇬
📷 LesEco https://t.co/jxRlO5BTn6","Madagascar","MalalaOnisoa"
"108",2020-06-18 17:56:07,"Au #Benin, les mesures visant à contenir la propagation du #Covid19 ont eu un impact négatif sur la distribution des aliments.
https://t.co/PAr05yTGu6
@fesbenin @josherbert25 #covid19foodfuture
@fesnewsbrief https://t.co/8z7q8Nvvv4","Benin","josherbert25"
"109",2020-06-18 16:14:02,"🇲🇬Les plans d'urgence social de l'Etat malgache ""Vatsy Tsinjo"" et ""Tosika fameno"" ont pu alléger la famine de certaines personnes. Néanmoins, une prise de conscience de chacun s'impose pour se sortir de cette crise. 👉https://t.co/xTcpubj8lv 

#Covid19FoodFuture @Maya_disraeli","Global","mayadisraeli"
"110",2020-06-18 16:13:17,"L'Etat a annoncé le déconfinement pour la capitale de #Madagascar le 15 juin. Ainsi, les activités quotidiennes de la population reprennent petit à petit. Les producteurs espèrent de nouveau réduire leur perte et avoir des bénéfices concluant.

#Covid19FoodFuture @Maya_disraeli https://t.co/WDs58xRcg0","Madagascar","mayadisraeli"
"111",2020-06-18 14:47:33,"Au-delà des réponses d’urgence, cette crise révèle la nécessité de renforcer la résilience des systèmes alimentaires, notamment dans les villes qui sont particulièrement affectées.

Un article à lire ici : https://t.co/SLxMIxmGak @AFD_France @EdoSango #Covid19FoodFuture","Global","ed_sango"
"112",2020-06-18 14:47:33,"La #COVID19 a révélé la fragilité des systèmes alimentaires des villes en Afrique. Le nombre de personnes souffrant d’insécurité alimentaire ne fait que s’augmenter. @EdoSango 

#Covid19FoodFuture","Global","ed_sango"
"113",2020-06-18 14:43:32,"Ces experts pensent que les canaux commerciaux devraient être maintenus ouverts pour éviter les pénuries alimentaires. @IFPRI @EdoSango 
#Covid19FoodFuture","Global","ed_sango"
"114",2020-06-18 14:43:31,"Les restrictions commerciales pour stopper la #COVID19 constituent la pire réponse possible pour préserver la sécurité alimentaire selon des experts de @IFPRI. 
 🔗 https://t.co/YgazOHGunK 
@EdoSango #Covid19FoodFuture","Global","ed_sango"
"115",2020-06-18 11:50:41,"Initiatives pour lutter contre le #covid19 au #Bénin. Plusieurs domaines visés dont la #protection de la population, la sécurité alimentaire, l’économie solidaire. https://t.co/uzQ6B9s1pp 
@gouvbenin #wasexo @josherbert25 #covid19foodfuture https://t.co/DoMDSZbMTc","Benin","josherbert25"
"116",2020-06-18 08:22:11,"Maintaining critical #ExtensionServices for #smallholders during #Covid19. #AES play fundamental role in building producers capacities to maintain good agricultural practices. @IFAD | Marie-Aude Even | Putso Nyathi

👉https://t.co/Bq95Ae4yDR

#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Global","MalalaOnisoa"
"117",2020-06-18 08:18:52,"Opinion : Building on past success to prevent a #Covid19 related Food crisis. @devex | Niranjali Amerasinghe @niramer24 | Alberta Guerra @AlbeFood | @ActionAidUSA.

📌 https://t.co/S9SRZwaj1W

#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Global","MalalaOnisoa"
"118",2020-06-18 08:05:37,"#MADAGASCAR – Un produit d’#AssuranceRisquesClimatiques sera lancé dans 3 régions. Une grande première pour l’île et surtout au profit des acteurs opérant dans les chaines de valeurs du secteur agricole.

👉 https://t.co/IRtFG2xg2v

#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Madagascar","MalalaOnisoa"
"119",2020-06-17 21:51:42,"RDC- En cette période de crise sanitaire mondiale, l’importation des machines utilisables dans l’agroalimentaire devient un casse-tête. #CIRME_ONGD dévoile son égreneuse de maïs Made In #DRC pour satisfaire la demande locale. @EMvuenga #Covid19FoodFuture https://t.co/AQyEqCeteI","DRC","EMvuenga"
"120",2020-06-17 21:46:49,"RDC- La pandémie de #Covid_19 a mis en lumière la grande dépendance aux importations. Le pays veut son indépendance alimentaire malgré le manque de moyens. https://t.co/8C8grfnJVT @EMvuenga #Covid19FoodFuture #FoodSecurity","DRC","EMvuenga"
"121",2020-06-17 21:45:32,"RDC- Alors que la pandémie continue de dévaster les populations, #Amanda_Mukendi de l’association des nutritionnistes et diététiciens du Congo propose un style alimentaire à adopter face au #Covid_19. https://t.co/gvWAsn835k @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"122",2020-06-17 17:29:43,"🇲🇬""Vendre n’est plus aussi intéressant. Les prix ont chuté, un lot de poissons vendu auparavant à 10000Ar(2,5€) ne coûte guère que 5000Ar(1,25€) aujourd’hui."" explique Freddy, un pêcheur à Maroantsetra.
👉https://t.co/kpKA4X3sKi 

#Covid19FoodFuture @Maya_disraeli","Global","mayadisraeli"
"123",2020-06-17 17:28:26,"🇲🇬Une baisse considérable de la consommation a été enregistrée par les producteurs de produits d’élevage et d’agriculture, durant la période de confinement partiel. Les pêcheurs éloignés des villes sont également touchés. https://t.co/kpKA4X3sKi
#Covid19FoodFuture @Maya_disraeli","Global","mayadisraeli"
"124",2020-06-17 17:26:57,"""S'il est vrai que le COVID-19 représente une menace pour la sécurité alimentaire,les marchés des produits de l'agriculture se montrent plus résilients que d'autres secteurs.""a déclaré le Directeur de commerce FAO. https://t.co/KLBL5ZArbF 

#Covid19FoodFuture #FAO @mayadisraeli https://t.co/mHTv5nsskV","Global","mayadisraeli"
"125",2020-06-17 15:08:23,"#Covid19 au #Bénin : la sécurité alimentaire en période de confinement. https://t.co/AG4hkSGICy @gouvbenin @faobenin @giz_gmbh
@IFADfrancais @AcolyteSynpai
#Article de @josherbert25
#covid19foodfuture https://t.co/wREOi476fq","Benin","josherbert25"
"126",2020-06-17 14:21:41,"Les circuits d’approvisionnement et de distribution nationaux et intra-africains sont beaucoup moins robustes et résilients : plus de problèmes aux frontières et les délais d’acheminement sont plus longs.
https://t.co/cSbAh8gfdK 
@EdoSango #Covid19FoodFuture","Global","ed_sango"
"127",2020-06-17 14:21:40,"Impact de la pandémie (2) – L’infrastructure logistique pour acheminer les denrées alimentaires jusqu’aux consommateurs fait aussi défaut. https://t.co/cSbAh8gfdK 
@EdoSango #Covid19FoodFuture","Global","ed_sango"
"128",2020-06-17 14:17:35,"Impact de la pandémie (1) – De milliers d’Africains ont perdu leur emploi, conséquence des mesures adoptées pour stopper le virus. Que ce soit dans le secteur formel et informel, les pertes économiques &amp; d’emplois sont énormes. https://t.co/cSbAh8gfdK @EdoSango #Covid19FoodFuture","Global","ed_sango"
"129",2020-06-17 14:15:30,"Les crises alimentaires ne sont pas toujours liées à la baisse de production, mais aussi à cause de la pauvreté des populations ou des barrières commerciales. Un constat évident avec l’apparition de la pandémie de la #COVID19. https://t.co/cSbAh8gfdK @EdoSango #Covid19FoodFuture","Global","ed_sango"
"130",2020-06-17 14:09:47,"AFRIQUE - Nicole Madariaga &amp; @gbalineau analysent les systèmes d’approvisionnements des denrées alimentaires et rappellent l’importance de les fluidifier pour lutter contre la faim post-covid.  
https://t.co/cSbAh8gfdK 
@EdoSango @FR_Conversation @AFD_France #Covid19FoodFuture","Global","ed_sango"
"131",2020-06-17 11:13:09,"Standing on the threshold: #Covid19 and our #FoodSystem 🌾. COVID-19 has exposed the inequities in all systems – health, housing, social services, economics, and food. @ruaf | Barbara Emanuel. Read more here 👇

📌 https://t.co/pCQDEKqcCW

#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Global","MalalaOnisoa"
"132",2020-06-17 11:11:04,"#MADAGASCAR - #Ambilobe - Lancement du technique « Double Garigary » permet d'avoir 2× plus de collecte de crabe répondant aux normes. 58 ont été formés mais sera 1.500 #pêcheurs bénéficieront.

👉https://t.co/irLMYCl7qt

#Covid19FoodFuture #Swiofish @MalalaOnisoa 🇲🇬
📷Linfo https://t.co/wj1i0CB7mt","Madagascar","MalalaOnisoa"
"133",2020-06-17 05:47:10,"#Benin - Le régime alimentaire basé sur les racines et tubercules et les céréales. En cette période de #Covid19, des variations importantes s’observent entre le nord et le sud du #Bénin. Au sud, le régime est + basé sur le maïs et le poisson. @josherbert25
#covid19foodfuture https://t.co/hJSrAY5ODn","Benin","josherbert25"
"134",2020-06-16 20:00:28,"#Covid19 au #Benin : @gouvbenin prend une série de mesures sociales pour soutenir les populations et les entreprises affectées financièrement, du fait du #coronavirus
En savoir +
https://t.co/yxptudBd63
@josherbert25
#covid19foodfuture https://t.co/B4q28hoYJU","Benin","josherbert25"
"135",2020-06-16 19:39:42,"Ce temps de crise s’ajoute des difficultés d’accès des pêcheurs artisanaux aux licences de pêche des pays de la sous-région que surgit cette pandémie #Covid19 réduisant ainsi l’offre de produits halieutiques en pleine campagne de pêche 2020. 
#Covid19FoodFuture @yadeyacine https://t.co/Okbg9nbSZJ","Global","YadeYacine"
"136",2020-06-16 16:49:14,"Tendances clés des principales denrées alimentaires en 2020/21 selon FAO:
Céréales : ↗️2,2%
Viande: ↘️1,7%
Pêche : ↘️ crevettes, saumons
Sucre: descend en dessous du niveau de la consommation mondiale
Lait: ↗️0,8%

👉https://t.co/KLBL5ZArbF

#Covid19FoodFuture @Maya_disraeli https://t.co/laO3D5wvv0","Global","mayadisraeli"
"137",2020-06-16 13:25:04,"La crise du #Covid19 et le système éducatif #Benin : quels impacts et risques pour la sécurité alimentaire de certains élèves ? Cet article de @Banouto montre quelques disparités.
A lire ici : https://t.co/f1V6AMRtVn @josherbert25 #covid19foodfuture
#wasexo https://t.co/8TGr5k9tc0","Benin","josherbert25"
"138",2020-06-16 12:33:51,"“Agri-food units having experienced a difficulty because of the restrictions which have paralyzed the economy have turned more towards digital.”@EdoSango

Read the article 👉https://t.co/EtHv1mKa5d
For more related articles https://t.co/NOYWlBtL6o #Covid19FoodFuture @YaredTesema1 https://t.co/WwlNUCZNq1","Global","ed_sango"
"139",2020-06-16 12:33:38,"Côte d'Ivoire : Le @Gouvci soutient le secteur agricole à travers le plan de soutien, social et humanitaire en décaissant 50 milliards de F CFA, dont 10 milliards de FCFA alloués au vivrier.
@primatureci @EdoSango 
#Covid19FoodFuture

Source: Page Facebook @AmadouGon","Global","ed_sango"
"140",2020-06-16 12:31:26,"“Dairy producers are losing outlets and are forced to sell their products, which are mostly perishable, at low prices.” @MalalaOnisoa 
Read the full article at 👉 https://t.co/mNa937ITLY

For more related articles https://t.co/NOYWlBtL6o #Covid19FoodFuture @YaredTesema1 https://t.co/4XPrjd5Gql","Global","MalalaOnisoa"
"141",2020-06-16 12:26:06,"La #COVID19 n'a pas que des impacts négatifs sur le business agricole. Au #Burkina, grâce aux technologies numériques, des entreprises agricoles naissent, se maintiennent à flot ou se font du revenu conséquent.

A lire sur : https://t.co/TX94FqZ9vz

@EdoSango #Covid19FoodFuture","Burkina Faso","ed_sango"
"142",2020-06-16 10:26:43,"Emerging data suggest #Covid19 is driving up hunger in vulnerable countries. ""Urgent action required to stem crises"" @FAO Director-General said. 

✔️https://t.co/vR1QJxOHwS

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📷 @FAO https://t.co/zsguPg540H","Global","MalalaOnisoa"
"143",2020-06-16 10:17:07,"#Madagascar - Face à la situation actuelle du Covid-19, les acteurs du filière #lait sollicitent effectivement l’appui de l’Etat.

✅https://t.co/BkBCDQOy2y

#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Madagascar","MalalaOnisoa"
"144",2020-06-16 10:12:20,"#Madagascar - #Covid19 a favorisé la consommation locale à Madagascar. #VitaMalagasy #MadeInMadagascar

👉 https://t.co/R4ltcmOzo6

#Covid19FoodFuture @MalalaOnisoa  🇲🇬","Madagascar","MalalaOnisoa"
"145",2020-06-15 22:02:34,"🇨🇩RDC- Haut Katanga : "" Quand quelques plates bandes par semaines te font entrer en moyenne 120.000 CDF durant cette crise sanitaire. Ces revenus nous permettent de consolider nos activités agricoles"", témoigne  @KakelMbumb, un fermier de #Pweto.  👇@EMvuenga #Covid19FoodFuture https://t.co/OPfunTaC3m","DRC","EMvuenga"
"146",2020-06-15 21:43:14,"WORLD-Price &amp; agriculture : The food security portal of @IFPRI is noted  high volatility price of Coffee, rice, sugar, cotton, hard wheat is this pandemic moment. This weakens access to these products for low-income households.https://t.co/qKdkq39MOc @EMvuenga #Covid19FoodFuture","Global","EMvuenga"
"147",2020-06-15 21:36:42,"RDC- La fermeture de quelques usines de fabrication d’emballages précarise les petites de transformation des produits agricoles tant au niveau national qu’au niveau local. @EMvuenga #Covid19FoodFuture #FoodSecurity https://t.co/AkpDK54ufL","DRC","EMvuenga"
"148",2020-06-15 19:02:48,"L’Afrique de l’ouest menacée de famine selon @ecowas_cedeao. Face à la propagation de la pandémie de #Covid19, voici quelques mesures pour assurer la sécurité alimentaire. https://t.co/BpQx7NcpJS
@wasexo #wasexo @gouvbenin @pnudbenin @josherbert25
#covid19foodfuture","Benin","josherbert25"
"149",2020-06-15 16:06:13,"#Covid19 au #Benin - la campagne agricole 2020-2021 est fortement bouleversée par les effets de la crise du corona virus. Il est urgent de développer les capacités de résilience des producteurs et populations rurales. https://t.co/C31IjLAxYl @josherbert25
#covid19foodfuture https://t.co/wWUdJyBBIR","Benin","josherbert25"
"150",2020-06-15 15:47:50,"#Africa🌍 - #Covid19 recovery is a chance to improve the African #FoodSystem. @Mausch_K | @MicHauser | Todd Rosenstock | Wanjiku Gichohi-Wainaina | @ICRAF | @CGIAR  via The Conversation @TC_Africa

👉 https://t.co/vJrKxY8wYC

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📷The Conversation https://t.co/TBtIePUwbL","Global","MalalaOnisoa"
"151",2020-06-15 15:37:41,"#Africa 🌍 - @AfDB_Group unveils strategy roadmap to safeguard #FoodSecurity 🌾🌽 against impacts of #Covid19.

👉https://t.co/P7cDwUrL5A

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📷 @AfDB_Group https://t.co/5BWAJZBb3g","Global","MalalaOnisoa"
"152",2020-06-15 15:31:23,"#Africa’s Restoration #Entrepeneurs Aid in #Covid19 Response - African Entrepreneurs are helping rural economies recover from #Covid19 and building stronger #FoodSystem. @WorldResources | Amanda Grant | @WW_Anderson

✔️https://t.co/DAFZZn3okJ

#Covid19FoodFuture @MalalaOnisoa 🇲🇬","Global","MalalaOnisoa"
"153",2020-06-15 15:20:21,"#MADAGASCAR –  #ItasyPROSPERER. Dans la lutte contre la malnutrition, le #TARO peut présenter un aliment allié avec une valeur #énergetique non négligeable tant au niveau des feuilles🌿 que des tubercules

📍https://t.co/1o2H98maGv

#Covid19FoodFuture #FIDA #MAEP @MalalaOnisoa 🇲🇬 https://t.co/NrSgXZ4X9P","Madagascar","MalalaOnisoa"
"154",2020-06-15 13:34:02,"RDC- Au Maniema le gouvernement provincial compte transformer le maïs en farine pour commercialiser et influencer le prix du marché. https://t.co/Mc7DH7qdTK @EMvuenga #Covid19FoodFuture #FoodSecurity","DRC","EMvuenga"
"155",2020-06-15 13:32:56,"🇨🇩RDC- Dans le #Grand_Katanga, le prix de farine de maïs sur les marchés des grandes villes devrait baisser en cette période récolte. @EMvuenga #Covid19FoodFuture #FoodSecurity https://t.co/4axcHndx6y","DRC","EMvuenga"
"156",2020-06-15 12:15:55,"Comment développer une filière lait en Afrique de l'Ouest avec des importations de poudre taxées à 5% surtout en cette période de crise sanitaire #Covid19?
#Covid19FoodFuture @yadeyacine https://t.co/h8CQTdYaYY","Global","YadeYacine"
"157",2020-06-14 22:29:46,"RDC- En cette période de crise sanitaire, l’Etat congolais devrait structurer des systèmes des alimentaires locaux au niveau des greniers agricoles pour résorber l’importation des denrées alimentaires. @EMvuenga #Covid19FoodFuture #Foodsystems https://t.co/lPWP5SJnYU","DRC","EMvuenga"
"158",2020-06-14 22:25:59,"🇨🇩RDC- #Covid_19 : Pour relancer l'économie, le gouvernement priorise l’agriculture parmi les secteurs productifs. https://t.co/LQBvtzzr7r @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"159",2020-06-14 22:24:14,"RDC- Bien que le #Covid_19 a ralenti la production agricole, la ferme Futuka d’@moise_katumbi produit 43.000 tonnes de maïs en cette période de récolte dans le Haut-Katanga. https://t.co/o9UaYocSkI @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"160",2020-06-14 18:09:27,"VOIX DE LA CRISE: « Le revenu moyen annuel des chefs de ménages a subi une baisse moyenne de 47,2% et le nombre de ménages supplémentaires qui passent en dessous du seuil de pauvreté est estimé à 32%... » - @carolflore_undp du @pnudcotedivoire. @EdoSango #Covid19FoodFuture","Global","ed_sango"
"161",2020-06-14 18:03:49,"En Côte d’Ivoire, la #COVID19 n’épargne pas les ménages et le secteur informel. Ces derniers connaissent une baisse d’environ 50% de leur revenu moyen annuel. 
A lire sur https://t.co/Xv91yBXbwv @CommodAfrica @EdoSango #Covid19FoodFuture","Global","ed_sango"
"162",2020-06-14 15:57:30,"L'entreprise Guanomad productrice d'engrais biologique fait appel à l'Etat pour un partenariat visant à augmenter la production vivrière afin de pallier la baisse d'exportation d'autres pays.

👉https://t.co/77HeSrASkD 

#Covid19FoodFuture @Guanomad @Maya_disraeli https://t.co/CXk2IPt1Sg","Global","mayadisraeli"
"163",2020-06-14 15:55:25,"Face à cette crise sanitaire mondiale, le FIDA lance un mécanisme Covid-19 de relance en faveur des populations rurales pauvres. #Madagascar espère nouer un partenariat avec en proposant un projet ce en sens
👉https://t.co/kgVPoHodqj
#Covid19FoodFuture #FIDA #MAEP @Maya_disraeli","Madagascar","mayadisraeli"
"164",2020-06-14 03:31:07,"#MADAGASCAR – Malgré #Covid19, C’est la saison de récolte de #TARO 🍠à Ambohimandry, district d’Arivonimamo avec une meilleure production en quantité&amp;qualité. #PROSPERER a contribué à l’atteinte de ses résultats.

🔗https://t.co/1o2H98maGv 

#Covid19FoodFuture @MalalaOnisoa 🇲🇬 https://t.co/rgP43ztCoV","Madagascar","MalalaOnisoa"
"165",2020-06-14 03:20:09,"Ensuring resilient communities and food supply in the face of the #Covid19 pandemic with #Investments guided by the CFS-RAI | @FAOInvest

🔗https://t.co/Uf98NTvr2U

#Covid19FoodFuture @MalalaOnisoa 🇲🇬
📷 Joseph Muhumuza https://t.co/WUONSAFy7n","Global","MalalaOnisoa"
"166",2020-06-14 03:08:26,"#Covid19, #Food, #NutritionSecurity &amp;Gender equality - How #women, #gender equalit&amp;social norms are critical to recovering from the #Covid19 crisis – and building back better? @Agrilinks | Andrew Patterson

📍https://t.co/NozyCVTmlx

#Covid19FoodFuture @MalalaOnisoa🇲🇬
📷 @Oxfam https://t.co/DCZaWOSweu","Global","MalalaOnisoa"
"167",2020-06-13 20:36:36,"AFRICA- Sécurité alimentaire: la @AfDB_Group  met sur pied une stratégie de lutte contre les effets de covid-19. https://t.co/mLGwHenogE @Emvuenga #Covid19FoodFuture #FoodSecurity","Global","EMvuenga"
"168",2020-06-13 20:34:39,"En #RDC bien que riche en terres arables, soit 80.000.000 ha, à peine 10% sont exploitées. Le Covid-19 vient aggraver l’insécurité alimentaire. Une vidéo de @FRANCE24  à suivre: https://t.co/El161n9O1Q  @EMvuenga #Covid19FoodFuture #FoodSecurity","DRC","EMvuenga"
"169",2020-06-13 20:33:16,"RDC- Alors que la riposte sanitaire muscle sa posture dans la lutte contre #Covid19, qu’en est-il de la recherche agricole ? 👉Un entretien avec, #Tony_Bakelena , chercheur à l’INERA dans le cadre de #Covid19FoodFuture https://t.co/4mt5Pzw1vq  @EMvuenga","DRC","EMvuenga"
"170",2020-06-13 20:17:53,"RDC- A Beni, face à la crise économique causée par  la pandémie de #Covid_19, certaines familles vivent grâce à l’aménagement des jardins potagers. 
👉https://t.co/CKLYp0DIC3 @EMvuenga #Covid19FoodFuture #FoodSystems","DRC","EMvuenga"
"171",2020-06-13 20:16:38,"RDC- Au Nord-Kivu, la faible circulation sur l’axe Beni-Butembo due au #Covid_19 affecte la vente des ananas à Maboya. 👉https://t.co/n75P6VGrkG  @EMvuenga #Covid19FoodFuture #FoodSystems","DRC","EMvuenga"
"172",2020-06-13 20:15:41,"RDC : #Covid_19 et inondations, ces aléas qui perturbent la riziculture à Kilomoni.  👉https://t.co/ZJwlyyXE3S @EMvuenga #Covid19FoodFuture #FoodSystems","DRC","EMvuenga"
"173",2020-06-13 17:56:17,"🇲🇬Descentes au niveau des marchés de la région de Bongolava pour voir les stocks et le prix des PPN afin de prévenir les cas de rupture face à cette crise. Mais également de suivre les cas de fluctuation de ces prix.
👉https://t.co/AgWvhSaXfG 

#Covid19FoodFuture @Maya_disraeli https://t.co/A0ExUsRPK9","Global","mayadisraeli"
"174",2020-06-13 17:50:22,"🇲🇬Avec les mesures de confinement, la consommation laitière tend à se réduire de moitié. De plus les spéculateurs sévissent toujours cette filière puisque certains revendent en le diluant à presque 30% par l'eau. 👉https://t.co/r66bHRjfHi 

#Covid19FoodFuture @Maya_disraeli","Global","mayadisraeli"
"175",2020-06-13 16:45:52,"(4/4) Mais les importations devraient progresser de 20% en Guinée, de 16,6% en Mali, de 13,6% au Sénégal et de 3,5% au Burkina Faso.
@CommodAfrica @EdoSango 
#Covid19FoodFuture","Burkina Faso","ed_sango"
"176",2020-06-13 16:45:51,"(3/3) Dans les 4 pays, l’@USDA estime en 2020/2021:

📈 + 2,6% des superficies emblavé en riz  

📈 + 3,3% de la production en riz

https://t.co/WpyNwjXwxf 
@CommodAfrica @EdoSango #Covid19FoodFuture","Global","ed_sango"
"177",2020-06-13 16:32:44,"(2/2) Cette importation massive s’explique par la croissance de la population et la compétitivité des prix sur le marché international.
@CommodAfrica @EdoSango 
#Covid19FoodFuture","Global","ed_sango"
"178",2020-06-13 16:29:47,"Cette #importation massive s’explique par la croissance de la population et la compétitivité des prix sur le marché international.
@CommodAfrica @EdoSango 
#Covid19FoodFuture","Global","ed_sango"
